,Date,Open,High,Low,Close,Adj Close,Volume,CDL3BLACKCROWS,CDLEVENINGSTAR,CDLTASUKIGAP,CDLINVERTEDHAMMER,CDLMATCHINGLOW,CDLABANDONEDBABY,CDLMORNINGSTAR,CDLPIERCING,CDLSTICKSANDWICH,CDLTHRUSTING,CDLGRAVESTONEDOJI,CDLDRAGONFLYDOJI,CDLHAMMER,CDLENGULFING,EMA,Trend
0,1999-12-15 00:00:00-05:00,18.625,18.625,18.25,18.375,7.5152764320373535,141900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1,1999-12-16 00:00:00-05:00,18.3125,18.375,18.0,18.125,7.413032054901123,80600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2,1999-12-17 00:00:00-05:00,18.25,19.3125,18.25,19.125,7.822025299072266,203400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3,1999-12-20 00:00:00-05:00,19.25,19.4375,19.0625,19.25,7.873147487640381,325700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4,1999-12-21 00:00:00-05:00,19.3125,19.3125,19.0,19.1875,7.847586154937744,75000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5,1999-12-22 00:00:00-05:00,19.0625,19.1875,19.0625,19.0625,7.796460151672363,72100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6,1999-12-23 00:00:00-05:00,19.0,19.3125,18.875,19.3125,7.898711681365967,111100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
7,1999-12-27 00:00:00-05:00,19.375,19.375,19.0,19.125,7.822025299072266,35100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
8,1999-12-28 00:00:00-05:00,19.25,19.625,19.125,19.4375,7.949833869934082,275400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
9,1999-12-29 00:00:00-05:00,19.625,19.75,19.5625,19.75,8.077645301818848,44800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.075,1.0
10,1999-12-30 00:00:00-05:00,19.875,20.0625,19.75,19.9375,8.154333114624023,52600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.23181818181818,1.0
11,1999-12-31 00:00:00-05:00,20.0,20.0,19.75,19.9375,8.154333114624023,25900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.360123966942147,1.0
12,2000-01-03 00:00:00-05:00,19.9375,19.9375,19.75,19.8125,8.103205680847168,36200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.44237415477085,1.0
13,2000-01-04 00:00:00-05:00,19.9375,19.9375,19.0,19.5,7.9753947257995605,148500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.452851581176148,1.0
14,2000-01-05 00:00:00-05:00,19.0,19.25,18.8125,19.25,7.873147487640381,178700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.415969475507758,0.0
15,2000-01-06 00:00:00-05:00,19.375,19.8125,19.375,19.625,8.026518821716309,452800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.45397502541544,1.0
16,2000-01-07 00:00:00-05:00,19.75,20.0,19.75,20.0,8.17989444732666,290700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.553252293521723,1.0
17,2000-01-10 00:00:00-05:00,20.0,20.1875,19.9375,20.125,8.231019020080566,158200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.65720642197232,1.0
18,2000-01-11 00:00:00-05:00,20.125,20.3125,20.0,20.1875,8.256579399108887,146000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.75362343615917,1.0
19,2000-01-12 00:00:00-05:00,20.25,20.25,20.0,20.0,8.17989444732666,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,19.79841917503932,1.0
20,2000-01-13 00:00:00-05:00,20.0,20.1875,19.9375,19.9375,8.154333114624023,85400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.823706597759443,1.0
21,2000-01-14 00:00:00-05:00,20.0,20.0,19.75,19.75,8.077645301818848,80500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.81030539816682,0.0
22,2000-01-18 00:00:00-05:00,19.875,20.6875,19.75,20.0625,8.205460548400879,548000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.856158962136487,1.0
23,2000-01-19 00:00:00-05:00,20.125,20.3125,20.0625,20.1875,8.256579399108887,77100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.91640278720258,1.0
24,2000-01-20 00:00:00-05:00,20.25,20.3125,20.125,20.3125,8.307705879211426,271000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.988420462256656,1.0
25,2000-01-21 00:00:00-05:00,20.375,20.5,20.3125,20.4375,8.358823776245117,95000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0700712873009,1.0
26,2000-01-24 00:00:00-05:00,20.5,20.5,20.375,20.375,8.333268165588379,34600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.12551287142801,1.0
27,2000-01-25 00:00:00-05:00,20.375,20.5625,20.375,20.4375,8.358823776245117,100400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.182237803895646,1.0
28,2000-01-26 00:00:00-05:00,20.5,20.5625,20.4375,20.5,8.384395599365234,151100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.24001274864189,1.0
29,2000-01-27 00:00:00-05:00,20.5,20.625,20.5,20.5625,8.409951210021973,59100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.298646794343366,1.0
30,2000-01-28 00:00:00-05:00,20.625,20.625,20.4375,20.5,8.384395599365234,118700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.335256468099118,1.0
31,2000-01-31 00:00:00-05:00,20.5,20.5,20.4375,20.4375,8.358823776245117,94800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.353846201172004,1.0
32,2000-02-01 00:00:00-05:00,20.5,20.625,20.4375,20.5625,8.409951210021973,366600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.391783255504368,1.0
33,2000-02-02 00:00:00-05:00,20.625,20.625,20.5,20.5,8.384395599365234,238200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.411459027230848,1.0
34,2000-02-03 00:00:00-05:00,20.5625,20.625,20.5,20.5625,8.409951210021973,380400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.438921022279786,1.0
35,2000-02-04 00:00:00-05:00,20.5625,20.5625,20.4375,20.5,8.384395599365234,101300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.45002629095619,1.0
36,2000-02-07 00:00:00-05:00,20.375,20.625,20.375,20.5625,8.409951210021973,230300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.47047605623688,1.0
37,2000-02-08 00:00:00-05:00,20.5,20.5625,20.375,20.4375,8.358823776245117,88000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.464480409648356,0.0
38,2000-02-09 00:00:00-05:00,20.375,20.6875,20.25,20.4375,8.358823776245117,143500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.459574880621382,0.0
39,2000-02-10 00:00:00-05:00,20.4375,20.5625,20.375,20.4375,8.358823776245117,93300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.45556126596295,0.0
40,2000-02-11 00:00:00-05:00,20.5,20.6875,20.0625,20.0625,8.205460548400879,43200,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,20.384095581242413,0.0
41,2000-02-14 00:00:00-05:00,20.0625,20.375,20.0,20.3125,8.307705879211426,153200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.371078202834703,0.0
