,Communication,CustomerDiscretionary,CustomerStaples,Energy,Finance,Healthcare,Industrial,Materials,IT,RealEstate,Utilities,All
Positive Trades,207.0,205.0,204.0,178.0,172.0,192.0,202.0,193.0,172.0,170.0,257.0,2152.0
Negative Trades,159.0,171.0,186.0,176.0,163.0,194.0,212.0,162.0,155.0,129.0,189.0,1896.0
Total Trades,366.0,376.0,390.0,354.0,335.0,386.0,414.0,355.0,327.0,299.0,446.0,4048.0
Positive Trades Portion,0.5655737704918032,0.5452127659574468,0.5230769230769231,0.5028248587570622,0.5134328358208955,0.49740932642487046,0.48792270531400966,0.543661971830986,0.5259938837920489,0.568561872909699,0.5762331838565022,0.5316205533596838
