Communication,CustomerDiscretionary,CustomerStaples,Energy,Finance,Healthcare,Industrial,Materials,IT,RealEstate,Utilities,All
11.661676525623974,9.555034992812267,-2.610107641259958,5.832194870905823,-7.789471274928033,-9.482758620689651,-10.332323318523123,-7.931405448908492,12.455961562696388,6.521725048017515,-1.6943755594985674,11.661676525623974
2.2036320089806622,2.1714255923316585,-6.415297018087358,-3.31016229826362,-2.025111337321732,0.40336416549040166,1.8059721868757492,-0.9591490636679794,9.719114382644506,6.451609073643056,-0.3546629217076287,2.2036320089806622
-1.2025277825850509,-3.858869234528612,1.4388475223450143,-0.23728710109904227,5.28727513439344,11.740260929256308,0.251415426178454,2.043596687761834,-12.967778613704809,-0.7062936509602054,7.735856777956428,-1.2025277825850509
5.170686158135467,0.9667174461719981,1.8777792610013648,2.124779683032685,-3.481013823388338,-1.4808671315827837,8.116163750245178,1.6493535909731065,10.60480238168995,7.343280304301885,2.888251319904157,5.170686158135467
-0.08723111319945076,-3.6880901383373867,-3.961665783190327,-4.746165183711298,-0.6993033575937773,1.652052607500849,-0.2676048017069377,-4.203544475366954,1.7347802284658655,2.353969861623355,1.3809611140404883,-0.08723111319945076
-0.23038845963489507,-2.503092579020503,-1.5019096027145338,3.6286306210224097,3.1676253198563984,2.50347464403508,-4.964265421095774,-7.899637722864298,-0.06423785904107149,4.080723824112155,-0.5311302361437242,-0.23038845963489507
-5.698333653740136,0.5698580314402335,-5.076581838968693,3.7749292329261266,-0.9909182279309334,1.006248850097748,-1.8000759336190981,4.015248503720727,-7.131916261973245,1.1627837605835225,-0.3928929597527855,-5.698333653740136
-0.07219922947705015,2.0274374720012673,0.53099566232477,5.733477790761299,-1.4803606938019271,15.13834007589891,-1.6281012615096842,-0.0549463102342429,-2.754679076202322,37.11180920504776,0.14614539658106196,-0.07219922947705015
6.958954789818094,-0.19412905580381334,0.9753789028112578,-3.212367431845067,0.28682129692565184,-4.2791430943260025,3.6689709211781434,2.794119890998388,-0.019794737409327468,11.94927216439767,3.9861338070169126,6.958954789818094
7.382351744408695,-0.4158433857200521,-1.2203173059849348,3.6670098055229943,5.742444033458071,-0.5722679879495871,0.5435535202056769,-2.4226150441796364,-1.7427176247012426,4.71143207288813,0.9924867099389019,7.382351744408695
0.026161181846788395,-5.008631393437099,0.3152786209492433,-1.4525930942812124,-3.0312437349144687,-1.4897944080013161,3.199624367200556,1.5507967719094609,0.7670685347596304,-0.489753817839528,0.3230755145733184,0.026161181846788395
6.992207783980547,-0.1244923206555768,1.3537945910384792,-1.3633149032849303,-4.17732446165779,-4.992632557607465,-1.7815463034832817,0.17052301126723535,2.321944378451036,4.123718547863092,-5.785987509625656,6.992207783980547
1.6086028615081744,-1.3280963456872996,0.5635999015322284,1.18234000113911,-1.3872478928923044,-0.6849046639471226,-0.6281257996080569,7.721937582480052,3.6226619231978674,-4.779420751070589,2.688388483506614,1.6086028615081744
-3.320215347199408,-1.0579491920398851,-2.230656479173774,-3.4369280862540563,7.567127934036137,-7.60455638602258,1.436847592152617,5.44000244140625,-0.9351720334327638,-0.828398774014957,0.5321797590885211,-3.320215347199408
-6.637802634664354,1.4896869388491467,-2.4988107350879005,5.8721235857679375,-1.752943409766516,-4.267425320056901,-4.9325287368391315,6.673785725645914,8.68050349698521,0.35180265836089575,-0.027627305644102762,-6.637802634664354
-7.3212172707770975,5.896104307488173,-4.882906792492719,-0.685010199921166,-6.782430322938467,-10.983009708737868,1.5307948893195515,2.7486446270057456,9.1873962318259,22.661874853400448,-0.6684834410590952,-7.3212172707770975
-0.6400630259836078,-1.093880825347867,2.559676094136236,4.0645456788948735,-2.4964569308233706,-3.3497180818593932,-6.338228484045402,-12.939985801869327,1.637007395829059,4.458599499918293,3.904582046186178,-0.6400630259836078
-5.134267507133501,-3.9255573566517086,-0.0810156600161065,1.8422114019853524,2.38674990126475,-3.6442017574214276,2.9582242675674166,-5.779989411785067,0.3365883020911582,1.598166506741137,1.8550747153944371,-5.134267507133501
-3.7011467250871135,-2.4510063228133703,1.3857332053509879,4.8120057563900644,1.6339117545660429,-2.1759179700098485,-4.823467415519971,-2.2364181234930953,23.04116978980221,-0.05104762023454157,-0.7999275324106918,-3.7011467250871135
-0.6717411655931045,7.055764043331763,-1.0269086775110452,-2.916180718125517,4.001966821592887,0.41932640941186605,3.4031062824959406,-0.6470624138327281,-0.8573628786544276,-14.739450965662726,-3.7158003738269088,-0.6717411655931045
2.249377534555947,7.284569502918515,-1.6460182392491731,3.9878446841362063,-1.6228232799488609,-1.029996766703718,-5.204823504756433,-2.3558078957568114,-12.837486796492698,1.204480303958789,7.634866029321955,2.249377534555947
0.5797360086244225,9.916784310748113,2.0220237303235677,-1.4122792054953521,-7.35168180521309,-1.6370427924107531,6.775862595130661,23.34455622140314,-0.8604873574558809,-3.596788039263444,-0.036353345270526916,0.5797360086244225
-1.3388004559355409,28.501834697679556,-0.10210612714017486,1.6609357360302965,0.2093773420138092,-0.12248385339226786,-2.2264222268113656,6.0287093391365545,-0.36303203225294567,1.9600011392822694,4.972381390275203,-1.3388004559355409
-0.09463574553274157,-1.0579506030977655,2.820642647541888,-2.910805780696336,-8.547639581644432,-0.2885581249028206,-1.3642564234190928,8.55683375251968,0.6087260975091908,-6.500004263332741,0.43605322772413047,-0.09463574553274157
-12.119044654396689,-8.295454545454547,2.4206894581868283,0.2845130624830716,2.585881808996902,-3.7359985351562557,2.7568975525553725,13.605056422810364,4.118008957856148,8.675793555721498,-8.644860219227425,-12.119044654396689
-1.4007791882671938,-9.468508216507175,1.0192892859642484,8.78523182229985,-0.5793551434874189,3.5478608244185637,1.1265279358573252,4.480431529271485,-1.573614037165143,4.211249136763627,1.6666676590497218,-1.4007791882671938
10.85572828057279,-1.5650345643880428,2.3286911696856976,0.481925601367422,4.5581074571269085,-1.3924036675238938,0.4520573028146373,-1.3833248328603815,1.0365609175000827,2.2861242126995336,2.396279801571467,10.85572828057279
0.3631451294325245,7.157585421407191,0.38866292664370405,3.2793023345932397,2.8700173031139826,1.5256600574714128,2.789868438635338,3.3264048521041616,1.791714158781474,-0.11566680634918214,0.07017610670942531,0.3631451294325245
3.406252499065502,-0.2827779075493879,-4.406364396657224,-4.545455399058085,-0.42988538833417067,-4.353715144569492,-6.724373061804087,-4.279907766352025,3.419021792610309,6.575706642837531,3.713390943951353,3.406252499065502
6.992203568106788,3.8695625636888735,1.0363193170210394,7.176042204691498,2.3597865343825077,0.37425147990830965,-2.5819402075930213,-4.105822638145909,8.351872607473211,2.5736387090992565,3.673468146981733,6.992203568106788
1.608589580296524,0.564495515711954,-0.017160081760806634,-7.144393419704713,-4.233466904363851,2.0498642826823072,1.5882291883377206,-1.2801057610932816,-0.6319461333262808,3.3002348345643924,0.7902343015289972,1.608589580296524
-3.3202188424477015,-2.0136106587363685,4.565343441509498,5.158642985518796,-0.6022511070041645,0.25471381421357364,0.9115542930325091,-0.757718635175479,6.367718129920121,1.3462247367651372,1.4979029450194332,-3.3202188424477015
-6.637808387093173,2.2943471077626327,-0.6985639589710217,6.933696617970966,-1.718214669221311,2.6074654473474084,-5.728713125796105,2.3695880199626913,-8.065177955646803,0.5407543464564242,-1.5941115357286577,-6.637808387093173
-7.321216044091045,0.6154657447423233,4.151787076677607,1.1254787617601636,-2.7991698513251038,-0.3507537298790879,1.186887060839453,-5.7545196632814,19.356190778604727,2.3237501645172642,-1.0411734560134533,-7.321216044091045
-0.6400633042925108,3.039045632056485,-6.894652947936947,-10.985567535462877,0.4256552477712887,-1.4711248693937478,-1.902564409997069,4.381381475221218,19.116584953972932,-6.365109942225729,-3.238476277428873,-0.6400633042925108
-5.134264691564923,-0.921966811171032,1.7499108574766495,-0.049941895319378204,4.805947616003863,9.369021068221443,-7.849137337298117,2.0536799041393863,-2.8216705382329224,-2.0840698117909824,6.440556206882064,-5.134264691564923
-3.70115573634115,0.8646057577276025,0.6247865323907149,2.488092305525626,-1.5840206151982272,1.238239746991951,-4.520093408318559,5.127295193357597,-12.519559775579594,-0.7167204434839505,3.557207904757931,-3.70115573634115
-0.6717369104219983,1.7206753930131242,2.964027868947298,-0.3052145991233459,-1.3943614474144113,10.684018711265225,-12.757695139145724,3.1254661354398507,-0.403764921457622,0.767194278291683,4.144893401301445,-0.6717369104219983
2.249373166167402,3.29049191748328,3.935387341111408,-2.08450818845364,-6.077680630760582,-7.017536828381637,1.3769357477274298,2.934220841733847,3.0769201425405726,-2.92656360454545,3.890550693062039,2.249373166167402
0.5797328832249917,1.5953764131831747,3.227230394130558,4.882409903490185,9.558485824438165,-4.344170463253221,-3.904922007671857,0.029719495844162225,-4.815174109114622,2.7656500877435803,2.577672985543572,0.5797328832249917
-1.3388038520149763,6.733212943744562,1.3026064168714981,3.4394049765719643,0.7451629152305657,0.2619885637917605,3.6953586067254918,-2.8742380733798143,11.474903946217424,1.665345312168796,3.068295288863567,-1.3388038520149763
-12.234438340049635,-0.2639107108620067,1.5857469738116663,5.279859286909172,0.02272498706163617,-7.425968706766369,-0.9027815694988135,-4.691190463437067,12.024635224718153,-1.530611928944353,2.589790320532174,-12.234438340049635
-1.636560855336782,2.0067643255587058,0.8752726858146644,6.9063929903184516,-1.726117609737301,1.422244692192038,5.726717885820449,4.166671207972939,-0.6953662594422667,-0.761649097752283,-0.11614466414833657,-1.636560855336782
-6.811993944057818,1.4876890526149822,2.7471593087585546,-17.916874592943216,-0.1512372500679504,2.365183840303729,-3.8525142426468477,2.2177309805728527,-4.790313327916593,-1.5453299790595736,0.9461580691231006,-6.811993944057818
10.486505084493885,-1.1570173581624914,-2.384467092985034,3.9444873991743066,0.12186248669914335,0.9842509504899795,-3.48550307733602,-1.1302971816813283,-9.290999369778007,2.0066915832896086,3.583211044801857,10.486505084493885
5.0094694157777155,-3.4236325310698845,0.5190780412038549,-2.6768623713816027,3.192394968814156,4.60491174791602,-2.0640020020621677,0.6177086786066184,2.750000299191953,3.363909562379945,2.910683989063017,5.0094694157777155
3.233650205313083,2.7952711993435457,4.702345795915377,-0.5470462010471238,2.901681855871715,-0.10274342927272073,2.0237562941364047,-8.720243071981898,-8.571222911733742,-0.3474134899834098,7.988682390931885,3.233650205313083
14.595542298187652,-0.5175700276939352,1.8527506412774102,4.332644064229868,-1.0363883003203966,-4.959745218359984,-0.2665289673337128,3.6122461133875987,11.575296236936467,1.6604752455295397,0.6543372183554368,14.595542298187652
-3.451626899189506,1.0432771235229268,-2.0716423852213666,-0.16423992873015436,-2.4909502457427237,6.652365644475083,8.277371243558363,-1.001534401781683,1.789368052280068,1.1502761373775883,1.5886109496548784,-3.451626899189506
3.0403756753412807,1.8479623744403,0.30469536313972867,2.621239279642836,-10.202430687956706,3.6412492301154202,2.506873627518871,-2.440751761177026,2.887322907881966,3.077290053933339,0.8426980338593637,3.0403756753412807
0.9627989793075074,-5.05015910580525,2.0630129040077065,-3.8885856342174634,-7.900210373419014,-0.8326503208705276,-0.88359452648983,-1.1257871599564737,-4.114254981923665,-1.202364194014308,1.0891752792380913,0.9627989793075074
-1.575709920643078,-0.8400665924121569,-2.4196910317928655,3.541561765340333,-3.889585331746744,-1.6731528887573432,2.649006622516552,-3.569589371185586,1.521678127688972,0.3618592397971412,-0.3794602050008109,-1.575709920643078
