,Communication,CustomerDiscretionary,CustomerStaples,Energy,Finance,Healthcare,Industrial,Materials,IT,RealEstate,Utilities,All
Positive Trades,610.0,669.0,679.0,591.0,639.0,651.0,701.0,559.0,707.0,587.0,717.0,7110.0
Negative Trades,506.0,537.0,485.0,500.0,503.0,515.0,507.0,415.0,517.0,467.0,516.0,5468.0
Total Trades,1116.0,1206.0,1164.0,1091.0,1142.0,1166.0,1208.0,974.0,1224.0,1054.0,1233.0,12578.0
Negative Trades Portion,0.45340501792114696,0.44527363184079605,0.4166666666666667,0.458295142071494,0.4404553415061296,0.44168096054888506,0.4197019867549669,0.4260780287474333,0.4223856209150327,0.4430740037950664,0.41849148418491483,0.43472730163778023
