,Profits
Communication,0.9497334294960266
CustomerDiscretionary,0.5837477260401787
CustomerStaples,0.3228856636353137
Energy,0.9838863594525523
Finance,1.6036688084145652
Healthcare,0.40301619538192707
Industrial,0.6785468871255356
Materials,1.0554425022204155
IT,1.184306530627929
RealEstate,0.6236237558881027
Utilities,0.58366015132296
All,0.8165172540367575
