,Profits
Communication,0.1425089376277361
CustomerDiscretionary,0.23282663895571548
CustomerStaples,0.3223185061679867
Energy,-0.15676326373545
Finance,0.14376816958243988
Healthcare,0.07965985862462592
Industrial,0.04242253073092582
Materials,0.5593657862995878
IT,0.3473997802024201
RealEstate,0.28296944139879865
Utilities,0.06451069619147486
All,0.18674055399535042
