,Profits
Communication,0.4125373551780474
CustomerDiscretionary,0.6194900806097793
CustomerStaples,0.36478810952077523
Energy,0.551671224156574
Finance,0.48481466779346805
Healthcare,0.6059431727497223
Industrial,0.763363046962426
Materials,1.0182553610428653
IT,1.1147006948399585
RealEstate,0.4429497031044747
Utilities,0.2964299967730379
All,0.604615645304592
