,Communication,CustomerDiscretionary,CustomerStaples,Energy,Finance,Healthcare,Industrial,Materials,IT,RealEstate,Utilities,All
Positive Trades,592.0,623.0,660.0,574.0,625.0,621.0,657.0,549.0,693.0,561.0,682.0,6837.0
Negative Trades,524.0,583.0,504.0,517.0,517.0,545.0,551.0,425.0,531.0,493.0,551.0,5741.0
Total Trades,1116.0,1206.0,1164.0,1091.0,1142.0,1166.0,1208.0,974.0,1224.0,1054.0,1233.0,12578.0
Negative Trades Portion,0.46953405017921146,0.4834162520729685,0.4329896907216495,0.4738771769019248,0.45271453590192645,0.467409948542024,0.45612582781456956,0.43634496919917864,0.4338235294117647,0.46774193548387094,0.4468775344687753,0.4564318651613929
