,Profits
Communication,0.01409042909481319
CustomerDiscretionary,0.5303273893301249
CustomerStaples,0.03981935049209881
Energy,-0.05967661655698171
Finance,0.9461603387524655
Healthcare,0.16520833617144481
Industrial,0.3771720453950027
Materials,0.7862168381476892
IT,0.46848270764834576
RealEstate,0.3560998165528887
Utilities,-0.9831819562588523
All,0.2383806551242553
