,Profits
Communication,-0.503767447888838
CustomerDiscretionary,1.2767861981312068
CustomerStaples,-0.4784339765026142
Energy,-0.1503657199126991
Finance,-1.2646906123476056
Healthcare,0.8183032786678991
Industrial,0.4472618600381854
Materials,-1.0955479645301511
IT,0.926753909271507
RealEstate,1.556034830224067
Utilities,-0.06428062512525722
All,0.0735181870383597
