,Profits
Communication,0.1703234877488377
CustomerDiscretionary,0.2607421197789155
CustomerStaples,-0.08645375236015393
Energy,-0.260924662318004
Finance,0.2725797211146557
Healthcare,-0.08717035465143906
Industrial,0.3786821863835638
Materials,0.5693095921181927
IT,0.20826882946387396
RealEstate,-0.0460857897693378
Utilities,-0.09978850707102781
All,0.11914074508926845
