,Profits
Communication,-0.11649829430021998
CustomerDiscretionary,-0.12155125545375124
CustomerStaples,-0.15319159765130386
Energy,0.29056973774428946
Finance,-0.28094854387512286
Healthcare,-0.00974940896751821
Industrial,0.14413755546848483
Materials,0.18015891278075835
IT,0.3167349540649892
RealEstate,0.48125883204396186
Utilities,0.28702166978260263
All,0.09179965945713908
