,Profits
Communication,-0.015838488781225988
CustomerDiscretionary,0.35175095791885286
CustomerStaples,0.1631866653948926
Energy,0.4846342027307078
Finance,0.15163245729493458
Healthcare,0.16541965764870953
Industrial,0.3781670599012201
Materials,0.4407103772813281
IT,0.22439456349575587
RealEstate,0.11795719963283766
Utilities,0.1043270503202566
All,0.23080138012010143
