,Communication,CustomerDiscretionary,CustomerStaples,Energy,Finance,Healthcare,Industrial,Materials,IT,RealEstate,Utilities,All
Positive Trades,223.0,256.0,280.0,196.0,248.0,269.0,242.0,228.0,253.0,293.0,275.0,2763.0
Negative Trades,214.0,208.0,222.0,217.0,231.0,241.0,274.0,191.0,220.0,241.0,233.0,2492.0
Total Trades,437.0,464.0,502.0,413.0,479.0,510.0,516.0,419.0,473.0,534.0,508.0,5255.0
Negative Trades Portion,0.4897025171624714,0.4482758620689655,0.44223107569721115,0.5254237288135594,0.4822546972860125,0.4725490196078431,0.5310077519379846,0.45584725536992843,0.46511627906976744,0.45131086142322097,0.45866141732283466,0.4742150333016175
