,Profits
Communication,0.4840551067724726
CustomerDiscretionary,0.6309671184081783
CustomerStaples,0.46548820802345714
Energy,0.3201539287944258
Finance,0.34990391175938884
Healthcare,0.47986510125824444
Industrial,0.05513345179842142
Materials,0.4726771315325618
IT,0.7311774319796654
RealEstate,0.3838162183480714
Utilities,0.7290170604081514
All,0.4614754977692895
