,Communication,CustomerDiscretionary,CustomerStaples,Energy,Finance,Healthcare,Industrial,Materials,IT,RealEstate,Utilities,All
Positive Trades,594.0,659.0,641.0,584.0,641.0,641.0,702.0,564.0,714.0,590.0,696.0,7026.0
Negative Trades,522.0,547.0,523.0,507.0,501.0,525.0,506.0,410.0,510.0,464.0,537.0,5552.0
Total Trades,1116.0,1206.0,1164.0,1091.0,1142.0,1166.0,1208.0,974.0,1224.0,1054.0,1233.0,12578.0
Negative Trades Portion,0.46774193548387094,0.45356550580431176,0.4493127147766323,0.46471127406049495,0.43870402802101577,0.4502572898799314,0.41887417218543044,0.4209445585215606,0.4166666666666667,0.44022770398481975,0.43552311435523117,0.4414056288758149
