,Communication,CustomerDiscretionary,CustomerStaples,Energy,Finance,Healthcare,Industrial,Materials,IT,RealEstate,Utilities,All
Positive Trades,185.0,218.0,209.0,201.0,225.0,191.0,216.0,168.0,226.0,155.0,163.0,2157.0
Negative Trades,139.0,166.0,180.0,139.0,166.0,172.0,176.0,128.0,144.0,135.0,151.0,1696.0
Total Trades,324.0,384.0,389.0,340.0,391.0,363.0,392.0,296.0,370.0,290.0,314.0,3853.0
Negative Trades Portion,0.42901234567901236,0.4322916666666667,0.46272493573264784,0.4088235294117647,0.42455242966751916,0.4738292011019284,0.4489795918367347,0.43243243243243246,0.3891891891891892,0.46551724137931033,0.48089171974522293,0.44017648585517777
