,Profits
Communication,0.0808010801453723
CustomerDiscretionary,0.08328890519721635
CustomerStaples,-0.03288719979688065
Energy,-0.08093866584225229
Finance,0.05327210641391479
Healthcare,0.11913673250098746
Industrial,-0.01329702871952059
Materials,0.18918137918091005
IT,0.048041574756423705
RealEstate,0.006643739685400467
Utilities,-0.02184223212537963
All,0.03802757882552504
