,Profits
Communication,-0.03586148789373423
CustomerDiscretionary,0.3248572949043309
CustomerStaples,-0.06606013946226183
Energy,-0.3076280586384024
Finance,0.20441760268584794
Healthcare,-0.030890065343968105
Industrial,-0.02360084233688656
Materials,0.11358694496981199
IT,0.16242386515207433
RealEstate,-0.20071081599394297
Utilities,0.5125994522407843
All,0.06731690251898072
