,Communication,CustomerDiscretionary,CustomerStaples,Energy,Finance,Healthcare,Industrial,Materials,IT,RealEstate,Utilities,All
Positive Trades,91.0,97.0,86.0,98.0,95.0,73.0,97.0,84.0,96.0,79.0,63.0,959.0
Negative Trades,80.0,89.0,62.0,93.0,78.0,87.0,89.0,80.0,98.0,71.0,69.0,896.0
Total Trades,171.0,186.0,148.0,191.0,173.0,160.0,186.0,164.0,194.0,150.0,132.0,1855.0
Negative Trades Portion,0.4678362573099415,0.478494623655914,0.4189189189189189,0.4869109947643979,0.4508670520231214,0.54375,0.478494623655914,0.4878048780487805,0.5051546391752577,0.47333333333333333,0.5227272727272727,0.4830188679245283
