,Communication,CustomerDiscretionary,CustomerStaples,Energy,Finance,Healthcare,Industrial,Materials,IT,RealEstate,Utilities,All
Positive Trades,169.0,190.0,202.0,186.0,206.0,206.0,204.0,161.0,224.0,170.0,170.0,2088.0
Negative Trades,155.0,194.0,187.0,154.0,185.0,157.0,188.0,135.0,146.0,120.0,144.0,1765.0
Total Trades,324.0,384.0,389.0,340.0,391.0,363.0,392.0,296.0,370.0,290.0,314.0,3853.0
Negative Trades Portion,0.4783950617283951,0.5052083333333334,0.480719794344473,0.45294117647058824,0.4731457800511509,0.4325068870523416,0.47959183673469385,0.4560810810810811,0.3945945945945946,0.41379310344827586,0.4585987261146497,0.4580846093952764
