,Profits
Communication,-0.36085120505812274
CustomerDiscretionary,0.11422051047767487
CustomerStaples,0.6092237323532316
Energy,-0.7561335428701
Finance,0.6945171735647715
Healthcare,-0.18630704847798973
Industrial,0.36467556807326024
Materials,0.09878755856636415
IT,0.43837521768888094
RealEstate,0.4471657053377572
Utilities,-0.08979700502176251
All,0.13159365080206742
