,Profits
Communication,0.36343374740785783
CustomerDiscretionary,-0.296291965817238
CustomerStaples,0.4410109616094698
Energy,-0.7201630707721987
Finance,-0.039628202780132536
Healthcare,0.09546850101356652
Industrial,0.0010352492021160633
Materials,0.941682906920104
IT,0.5087477639366726
RealEstate,0.5945812305569408
Utilities,0.021418964812133283
All,0.15553354677930167
