,Profits
Communication,0.11509500367560208
CustomerDiscretionary,0.3026801443337386
CustomerStaples,0.150957084346565
Energy,0.14964453934868713
Finance,0.30270978494885964
Healthcare,0.13352946827874554
Industrial,0.29651962179927405
Materials,0.3891925982598079
IT,0.25689862994061735
RealEstate,0.02937199124075141
Utilities,0.13558630675221212
All,0.20541371148680362
