,Profits
Communication,-0.09755396875614435
CustomerDiscretionary,0.08017272176793337
CustomerStaples,0.12787646557069726
Energy,-0.26334324045663743
Finance,-0.039088246607564596
Healthcare,-0.05980998724015113
Industrial,0.12142427727937595
Materials,-0.4893566206966422
IT,-0.07228947964667486
RealEstate,-0.590287697725175
Utilities,-0.22125918032956424
All,-0.12278325813339272
