,Profits
Communication,0.33658762070289644
CustomerDiscretionary,0.24682976105729545
CustomerStaples,0.3111747851022729
Energy,0.4624339612596946
Finance,0.8319836888303016
Healthcare,0.09978035094129649
Industrial,0.2535337633637199
Materials,0.4188737576388648
IT,0.5774938818786933
RealEstate,0.31983197023357546
Utilities,0.32277897506981434
All,0.3827630206710657
