,Profits
Communication,0.5890746800134337
CustomerDiscretionary,-0.24382575960883202
CustomerStaples,0.3688976686946782
Energy,-0.3680838627599633
Finance,0.18131978739145788
Healthcare,-0.15986429315050374
Industrial,0.09767161034770433
Materials,0.1996490781032497
IT,0.05912600678180774
RealEstate,0.6631919988112103
Utilities,-0.4041929515491456
All,0.08300172310287136
