,Communication,CustomerDiscretionary,CustomerStaples,Energy,Finance,Healthcare,Industrial,Materials,IT,RealEstate,Utilities,All
Positive Trades,199.0,198.0,211.0,183.0,238.0,206.0,216.0,173.0,225.0,155.0,181.0,2185.0
Negative Trades,125.0,186.0,178.0,157.0,153.0,157.0,176.0,123.0,145.0,135.0,133.0,1668.0
Total Trades,324.0,384.0,389.0,340.0,391.0,363.0,392.0,296.0,370.0,290.0,314.0,3853.0
Negative Trades Portion,0.38580246913580246,0.484375,0.45758354755784064,0.46176470588235297,0.391304347826087,0.4325068870523416,0.4489795918367347,0.4155405405405405,0.3918918918918919,0.46551724137931033,0.42356687898089174,0.4329094212302102
