,Profits
Communication,0.2866842371718784
CustomerDiscretionary,0.24058544879238603
CustomerStaples,0.23465018330586634
Energy,0.7659983640782537
Finance,1.2550331043818574
Healthcare,0.317524598642575
Industrial,0.2389634119796053
Materials,0.31107736974282674
IT,0.8380829830855395
RealEstate,0.5265732092859876
Utilities,0.7935031290260436
All,0.5177441641247895
