,Communication,CustomerDiscretionary,CustomerStaples,Energy,Finance,Healthcare,Industrial,Materials,IT,RealEstate,Utilities,All
Positive Trades,220.0,242.0,244.0,193.0,232.0,273.0,257.0,222.0,258.0,275.0,261.0,2677.0
Negative Trades,217.0,222.0,258.0,220.0,247.0,237.0,259.0,197.0,215.0,259.0,247.0,2578.0
Total Trades,437.0,464.0,502.0,413.0,479.0,510.0,516.0,419.0,473.0,534.0,508.0,5255.0
Negative Trades Portion,0.4965675057208238,0.47844827586206895,0.5139442231075697,0.5326876513317191,0.5156576200417536,0.4647058823529412,0.501937984496124,0.4701670644391408,0.45454545454545453,0.4850187265917603,0.4862204724409449,0.4905803996194101
