,Communication,CustomerDiscretionary,CustomerStaples,Energy,Finance,Healthcare,Industrial,Materials,IT,RealEstate,Utilities,All
Positive Trades,63.0,67.0,77.0,62.0,73.0,72.0,86.0,64.0,71.0,68.0,63.0,766.0
Negative Trades,71.0,70.0,64.0,70.0,76.0,76.0,69.0,55.0,64.0,40.0,56.0,711.0
Total Trades,134.0,137.0,141.0,132.0,149.0,148.0,155.0,119.0,135.0,108.0,119.0,1477.0
Positive Trades Portion,0.4701492537313433,0.48905109489051096,0.5460992907801419,0.4696969696969697,0.4899328859060403,0.4864864864864865,0.5548387096774193,0.5378151260504201,0.5259259259259259,0.6296296296296297,0.5294117647058824,0.5186188219363574
