,Communication,CustomerDiscretionary,CustomerStaples,Energy,Finance,Healthcare,Industrial,Materials,IT,RealEstate,Utilities,All
Positive Trades,71.0,65.0,79.0,65.0,83.0,71.0,89.0,70.0,71.0,64.0,66.0,794.0
Negative Trades,63.0,72.0,62.0,67.0,66.0,77.0,66.0,49.0,64.0,44.0,53.0,683.0
Total Trades,134.0,137.0,141.0,132.0,149.0,148.0,155.0,119.0,135.0,108.0,119.0,1477.0
Positive Trades Portion,0.5298507462686567,0.4744525547445255,0.5602836879432624,0.49242424242424243,0.5570469798657718,0.4797297297297297,0.5741935483870968,0.5882352941176471,0.5259259259259259,0.5925925925925926,0.5546218487394958,0.5375761679079215
