,Profits
Communication,1.160536304249664
CustomerDiscretionary,0.7406708848778374
CustomerStaples,0.38946088593428674
Energy,0.7342707204890737
Finance,0.5393905380868353
Healthcare,0.4372856046603216
Industrial,0.5862248502642879
Materials,0.7583531138661854
IT,1.0313326980829656
RealEstate,0.9363394649451827
Utilities,-0.009945193795978203
All,0.6537797632718394
