,Profits
Communication,0.5423993969613045
CustomerDiscretionary,0.2571517744001709
CustomerStaples,0.07889802506544905
Energy,0.7928561683959955
Finance,-0.4104791706273303
Healthcare,-0.5682724542746168
Industrial,0.18333097363951026
Materials,0.3585925070230351
IT,0.6244626432009538
RealEstate,0.6239675197032949
Utilities,0.8740978355203347
All,0.30678978564064163
