,Communication,CustomerDiscretionary,CustomerStaples,Energy,Finance,Healthcare,Industrial,Materials,IT,RealEstate,Utilities,All
Positive Trades,79.0,89.0,92.0,102.0,62.0,78.0,73.0,67.0,81.0,76.0,107.0,906.0
Negative Trades,82.0,73.0,66.0,81.0,80.0,68.0,73.0,61.0,60.0,59.0,72.0,775.0
Total Trades,161.0,162.0,158.0,183.0,142.0,146.0,146.0,128.0,141.0,135.0,179.0,1681.0
Negative Trades Portion,0.5093167701863354,0.4506172839506173,0.4177215189873418,0.4426229508196721,0.5633802816901409,0.4657534246575342,0.5,0.4765625,0.425531914893617,0.43703703703703706,0.4022346368715084,0.46103509815585964
