,Communication,CustomerDiscretionary,CustomerStaples,Energy,Finance,Healthcare,Industrial,Materials,IT,RealEstate,Utilities,All
Positive Trades,89.0,84.0,72.0,87.0,76.0,76.0,100.0,76.0,96.0,74.0,58.0,888.0
Negative Trades,82.0,102.0,76.0,104.0,97.0,84.0,86.0,88.0,98.0,76.0,74.0,967.0
Total Trades,171.0,186.0,148.0,191.0,173.0,160.0,186.0,164.0,194.0,150.0,132.0,1855.0
Negative Trades Portion,0.47953216374269003,0.5483870967741935,0.5135135135135135,0.5445026178010471,0.5606936416184971,0.525,0.46236559139784944,0.5365853658536586,0.5051546391752577,0.5066666666666667,0.5606060606060606,0.5212938005390836
