,Communication,CustomerDiscretionary,CustomerStaples,Energy,Finance,Healthcare,Industrial,Materials,IT,RealEstate,Utilities,All
Positive Trades,95.0,97.0,89.0,102.0,89.0,74.0,102.0,96.0,107.0,87.0,70.0,1008.0
Negative Trades,76.0,89.0,59.0,89.0,84.0,86.0,84.0,68.0,87.0,63.0,62.0,847.0
Total Trades,171.0,186.0,148.0,191.0,173.0,160.0,186.0,164.0,194.0,150.0,132.0,1855.0
Negative Trades Portion,0.4444444444444444,0.478494623655914,0.39864864864864863,0.46596858638743455,0.48554913294797686,0.5375,0.45161290322580644,0.4146341463414634,0.4484536082474227,0.42,0.4696969696969697,0.45660377358490567
