,Profits
Communication,0.023884204842256646
CustomerDiscretionary,0.21263436159147747
CustomerStaples,-0.034577832671611554
Energy,-0.17143246180636607
Finance,0.16471452539102166
Healthcare,-0.09392278504736087
Industrial,0.005637429172641644
Materials,0.13781486309038754
IT,-0.014024311221824277
RealEstate,-0.15079360452906804
Utilities,0.3120330750879436
All,0.03955309541508849
