,Communication,CustomerDiscretionary,CustomerStaples,Energy,Finance,Healthcare,Industrial,Materials,IT,RealEstate,Utilities,All
Positive Trades,60.0,68.0,79.0,62.0,87.0,74.0,88.0,69.0,74.0,63.0,70.0,794.0
Negative Trades,74.0,69.0,62.0,70.0,62.0,74.0,67.0,50.0,61.0,45.0,49.0,683.0
Total Trades,134.0,137.0,141.0,132.0,149.0,148.0,155.0,119.0,135.0,108.0,119.0,1477.0
Positive Trades Portion,0.44776119402985076,0.49635036496350365,0.5602836879432624,0.4696969696969697,0.5838926174496645,0.5,0.567741935483871,0.5798319327731093,0.5481481481481482,0.5833333333333334,0.5882352941176471,0.5375761679079215
