,Communication,CustomerDiscretionary,CustomerStaples,Energy,Finance,Healthcare,Industrial,Materials,IT,RealEstate,Utilities,All
Positive Trades,59.0,68.0,67.0,67.0,71.0,68.0,77.0,56.0,64.0,54.0,65.0,716.0
Negative Trades,75.0,69.0,74.0,65.0,78.0,80.0,78.0,63.0,71.0,54.0,54.0,761.0
Total Trades,134.0,137.0,141.0,132.0,149.0,148.0,155.0,119.0,135.0,108.0,119.0,1477.0
Positive Trades Portion,0.44029850746268656,0.49635036496350365,0.475177304964539,0.5075757575757576,0.47651006711409394,0.4594594594594595,0.4967741935483871,0.47058823529411764,0.4740740740740741,0.5,0.5462184873949579,0.4847664184157075
