,Communication,CustomerDiscretionary,CustomerStaples,Energy,Finance,Healthcare,Industrial,Materials,IT,RealEstate,Utilities,All
Positive Trades,88.0,81.0,99.0,106.0,68.0,79.0,72.0,71.0,76.0,77.0,114.0,931.0
Negative Trades,73.0,81.0,59.0,77.0,74.0,67.0,74.0,57.0,65.0,58.0,65.0,750.0
Total Trades,161.0,162.0,158.0,183.0,142.0,146.0,146.0,128.0,141.0,135.0,179.0,1681.0
Negative Trades Portion,0.453416149068323,0.5,0.37341772151898733,0.4207650273224044,0.5211267605633803,0.4589041095890411,0.5068493150684932,0.4453125,0.46099290780141844,0.42962962962962964,0.36312849162011174,0.446162998215348
