,Profits
Communication,0.15135408434381084
CustomerDiscretionary,0.33316923729248404
CustomerStaples,0.19037023217810073
Energy,0.8571128195586369
Finance,0.9271408670208158
Healthcare,0.3517075933842689
Industrial,0.3300962705269629
Materials,0.15525166961251916
IT,1.1476819876216884
RealEstate,0.7191539991701607
Utilities,0.6770166335482987
All,0.5159890195752581
