,Profits
Communication,-0.031624817253719295
CustomerDiscretionary,0.2750385515476575
CustomerStaples,-0.01799670043534304
Energy,0.11664113367709882
Finance,0.16879460855540013
Healthcare,-0.20198032154632067
Industrial,0.1968920926525594
Materials,0.2530673211611508
IT,0.2789489453998683
RealEstate,0.2845763255247673
Utilities,0.17581401043294506
All,0.13254335620863994
