,Communication,CustomerDiscretionary,CustomerStaples,Energy,Finance,Healthcare,Industrial,Materials,IT,RealEstate,Utilities,All
Positive Trades,221.0,247.0,300.0,211.0,254.0,271.0,271.0,241.0,284.0,307.0,298.0,2905.0
Negative Trades,216.0,217.0,202.0,202.0,225.0,239.0,245.0,178.0,189.0,227.0,210.0,2350.0
Total Trades,437.0,464.0,502.0,413.0,479.0,510.0,516.0,419.0,473.0,534.0,508.0,5255.0
Negative Trades Portion,0.494279176201373,0.4676724137931034,0.40239043824701193,0.4891041162227603,0.4697286012526096,0.46862745098039216,0.4748062015503876,0.42482100238663484,0.39957716701902746,0.4250936329588015,0.41338582677165353,0.44719314938154137
