,Communication,CustomerDiscretionary,CustomerStaples,Energy,Finance,Healthcare,Industrial,Materials,IT,RealEstate,Utilities,All
Positive Trades,77.0,92.0,78.0,101.0,81.0,67.0,80.0,71.0,80.0,71.0,106.0,904.0
Negative Trades,84.0,70.0,80.0,82.0,61.0,79.0,66.0,57.0,61.0,64.0,73.0,777.0
Total Trades,161.0,162.0,158.0,183.0,142.0,146.0,146.0,128.0,141.0,135.0,179.0,1681.0
Negative Trades Portion,0.5217391304347826,0.43209876543209874,0.5063291139240507,0.44808743169398907,0.4295774647887324,0.541095890410959,0.4520547945205479,0.4453125,0.4326241134751773,0.4740740740740741,0.40782122905027934,0.46222486615110053
