,Profits
Communication,-0.12977506214730788
CustomerDiscretionary,0.028618642092574215
CustomerStaples,0.016133168580113003
Energy,0.036806732912511755
Finance,0.029537016556786047
Healthcare,0.043629444717832866
Industrial,0.06563442255138313
Materials,0.08469221785701664
IT,0.04726407774356234
RealEstate,-0.054144611117679306
Utilities,0.06639807388155552
All,0.023063245976067643
