,Date,Open,High,Low,Close,Adj Close,Volume,CDL3BLACKCROWS,CDLEVENINGSTAR,CDLTASUKIGAP,CDLINVERTEDHAMMER,CDLMATCHINGLOW,CDLABANDONEDBABY,CDLMORNINGSTAR,CDLPIERCING,CDLSTICKSANDWICH,CDLTHRUSTING,CDLGRAVESTONEDOJI,CDLDRAGONFLYDOJI,CDLHAMMER,CDLENGULFING,EMA,Trend
0,1999-12-15 00:00:00-05:00,20.875,21.46875,20.75,21.4375,13.394429206848145,2188600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1,1999-12-16 00:00:00-05:00,21.1875,21.46875,21.125,21.375,13.355376243591309,1685400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2,1999-12-17 00:00:00-05:00,21.0,21.6875,20.71875,20.71875,12.945343971252441,2866400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3,1999-12-20 00:00:00-05:00,20.78125,21.0,20.1875,20.4375,12.769617080688477,1596800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4,1999-12-21 00:00:00-05:00,20.4375,20.4375,19.9375,20.15625,12.593888282775879,3178200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5,1999-12-22 00:00:00-05:00,20.125,20.46875,20.0625,20.0625,12.535308837890625,1776200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6,1999-12-23 00:00:00-05:00,20.0,20.25,19.84375,20.0625,12.535308837890625,1520000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
7,1999-12-27 00:00:00-05:00,20.0625,20.65625,20.0,20.5,12.808664321899414,1535200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
8,1999-12-28 00:00:00-05:00,20.4375,21.03125,20.40625,20.9375,13.08202075958252,1578000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
9,1999-12-29 00:00:00-05:00,21.0,21.53125,20.9375,21.4375,13.465174674987793,2839800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7125,1.0
10,1999-12-30 00:00:00-05:00,21.3125,21.75,21.21875,21.59375,13.563313484191895,1371200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.87272727272727,1.0
11,1999-12-31 00:00:00-05:00,21.375,21.75,21.21875,21.6875,13.622197151184082,494600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.02086776859504,1.0
12,2000-01-03 00:00:00-05:00,21.8125,21.90625,21.28125,21.4375,13.465174674987793,2691200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.09661908339594,1.0
13,2000-01-04 00:00:00-05:00,21.25,21.5,21.21875,21.40625,13.445542335510254,3370600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.152915613687586,1.0
14,2000-01-05 00:00:00-05:00,21.46875,22.21875,21.21875,21.90625,13.759601593017578,6213800,0,0,0,0,0,0,100,0,0,0,0,0,0,0,21.289885502108024,1.0
15,2000-01-06 00:00:00-05:00,22.3125,23.4375,22.21875,23.03125,14.466229438781738,6081400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.606497228997476,1.0
16,2000-01-07 00:00:00-05:00,23.03125,23.71875,22.84375,23.0,14.446598052978516,4113000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.859861369179754,1.0
17,2000-01-10 00:00:00-05:00,23.0,23.71875,22.84375,23.46875,14.741022109985352,3156600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.152386574783435,1.0
18,2000-01-11 00:00:00-05:00,23.21875,23.6875,23.1875,23.46875,14.741022109985352,3176400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.391725379368264,1.0
19,2000-01-12 00:00:00-05:00,23.21875,23.28125,22.90625,23.03125,14.466229438781738,3013800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.508002583119488,1.0
20,2000-01-13 00:00:00-05:00,23.15625,23.53125,22.90625,23.125,14.525104522705078,2002800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.62018393164322,1.0
21,2000-01-14 00:00:00-05:00,23.5,24.15625,23.375,24.0625,15.113967895507812,2989400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.882423216798998,1.0
22,2000-01-18 00:00:00-05:00,23.84375,23.84375,22.71875,23.5625,14.799912452697754,3040400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.00607354101736,1.0
23,2000-01-19 00:00:00-05:00,23.5,23.90625,22.6875,23.1875,14.564370155334473,2004000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.039060169923296,1.0
24,2000-01-20 00:00:00-05:00,23.3125,23.375,22.5625,22.78125,14.309197425842285,2164600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.992185593573605,0.0
25,2000-01-21 00:00:00-05:00,22.78125,22.78125,21.90625,22.09375,13.87736988067627,2659600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.828833667469315,0.0
26,2000-01-24 00:00:00-05:00,22.125,22.4375,21.90625,22.4375,14.093281745910645,1653400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.757682091565805,0.0
27,2000-01-25 00:00:00-05:00,22.4375,22.65625,21.4375,22.25,13.975510597229004,3080400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.66537625673566,0.0
28,2000-01-26 00:00:00-05:00,22.3125,23.03125,22.28125,22.8125,14.328821182250977,2465200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.692126028238267,1.0
29,2000-01-27 00:00:00-05:00,22.875,23.0,22.625,22.90625,14.387713432312012,1466800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.731057659467673,1.0
